Dy,BART,BARTp,BARTpadj,CCT,CCTn,CCTnadj,CCTr,CCTradj,DFEss,DFEr,DFEre,DFD,DFDr,LOT,LOTr,LOTcv,MPL,MPLr,MT,MTr,VRTTT,GABS,SOEP,SOEPdri,SOEPfin,SOEPrec,SOEPocc,SOEPhea,SOEPsoc,Deth,Dinv,Dgam,Dhea,Drec,Dsoc,Deth_r,Dinv_r,Dgam_r,Dhea_r,Drec_r,Dsoc_r,Deth_b,Dinv_b,Dgam_b,Dhea_b,Drec_b,Dsoc_b,PRI,PRIw,BIS1att,BIS1mot,BIS1ctr,BIS1com,BIS1per,BIS1ins,BISa,BISm,BISn,BIS,SStas,SSexp,SSdis,SSbor,SSSV,age,sex,loc,ses,ses_moth,ses_fath,sibl,sibl_y,sibl_o,birthrank,edu,income,NUM,MUpc,OSpcL,SSpcL,SSTM,WMC,NEO_A,NEO_C,NEO_E,NEO_N,NEO_O,STAI_trait,gen_valence,gen_arousal,gen_arouspos,gen_arousneg,gen_happy,gen_afraid,gen_sad,gen_angry,gen_motivat,gen_concentr,gen_timepr,gen_tired,pre_valence,pre_arousal,pre_arouspos,pre_arousneg,pre_happy,pre_afraid,pre_sad,pre_angry,pre_motivat,pre_concentr,pre_timepr,pre_tired,mid1_valence,mid1_arousal,mid1_arouspos,mid1_arousneg,mid1_happy,mid1_afraid,mid1_sad,mid1_angry,mid1_motivat,mid1_concentr,mid1_timepr,mid1_tired,mid2_valence,mid2_arousal,mid2_arouspos,mid2_arousneg,mid2_happy,mid2_afraid,mid2_sad,mid2_angry,mid2_motivat,mid2_concentr,mid2_timepr,mid2_tired,post_valence,post_arousal,post_arouspos,post_arousneg,post_happy,post_afraid,post_sad,post_angry,post_motivat,post_concentr,post_timepr,post_tired,ABCTEU_OS,ABCTEU_CS,ABCTEU_DEV,ABCTEU_BIC,ABCT4P_OS,ABCT4P_PW,ABCT4P_LA,ABCT4P_CS,ABCT4P_DEV,ABCT4P_BIC,ABCT6P_OSg,ABCT6P_OSl,ABCT6P_PWg,ABCT6P_PWl,ABCT6P_LA,ABCT6P_CS,ABCT6P_DEV,ABCT6P_BIC,ABCTRN_DEV,MPLEU_OS,MPLEU_CS,MPLEU_DEV,MPLEU_BIC,MPL4P_OS,MPL4P_PW,MPL4P_LA,MPL4P_CS,MPL4P_DEV,MPL4P_BIC,MPL6P_OSg,MPL6P_OSl,MPL6P_PWg,MPL6P_PWl,MPL6P_LA,MPL6P_CS,MPL6P_DEV,MPL6P_BIC,MPLRN_DEV,CCTEU_OS,CCTEU_CS,CCTEU_DEV,CCTEU_BIC,CCT3P_OS,CCT3P_PW,CCT3P_LA,CCT3P_DEV,CCT3P_BIC,CCT4P_OS,CCT4P_PW,CCT4P_LA,CCT4P_CS,CCT4P_DEV,CCT4P_BIC,CCT6P_OSg,CCT6P_OSl,CCT6P_PWg,CCT6P_PWl,CCT6P_LA,CCT6P_CS,CCT6P_DEV,CCT6P_BIC,CCTRN_mp,CCTRN_DEV,CCTRN_BIC,BARTRN_pm,BARTRN_DEV,BARTRN_BIC,BART1_OS,BART1_alpha,BART1_mu,BART1_LA,BART1_CS,BART1_DEV,BART1_BIC,BART3_OS,BART3_alpha,BART3_mu,BART3_CS,BART3_DEV,BART3_BIC
33,39.53,39.53,44.89,295,295,188,0.13323531,0.14502426,36.62,0.5,0.57,0.375,0.375,0.58,0.58,0.3,5,5,0.7313432835820894,0.7313432835820894,9.39,1,5,3,4,6,4,3,4,1.875,1.75,1,1.5,1.75,3.625,3.75,3.5,5,4.125,3.625,2.5,1.625,2.25,1.5,1,2,3,4,22,10,17,13,9,8,7,17,25,22,64,11,13,11,15,50,34,0,1,4,8,3,3,3,0,1,2,2,0,0.32,0.5873809523809523,0.3546825396825397,0.6785714285714286,-1.5089078213120484,NA,NA,NA,NA,NA,NA,80,36,80,12,79,31,27,10,89,75,70,26,90,5,67,0,84,0,0,0,83,86,0,19,86,72,76,0,75,0,0,0,73,81,0,19,24,66,79,20,63,22,27,63,65,94,8,30,56,40,54,21,32,0,0,4,14,33,64,66,0.48047259,2.4100999,42.429641,50.253687,0.26897644,1.5804702,0.65393864,10,34.589741,50.237833,0.39209999,0.095594091,10,1.6081085,10,3.584806,31.870628,55.342766,69.314718,0.35270615,5.5086089,43.85175,52.231059,0.59635003,0.97349894,1.4530843,2.6765619,27.838477,44.597096,0.31637879,0.13677297,6.5345396,0.2819452,9.8736299,9.9984668,20.455539,45.593468,91.495428,1.0058787e-10,2.5950191,239.87113,248.73277,2.8855973e-9,0.13178928,0.8382061,234.41349,247.70594,1.040501e-11,0.93604735,0.49558367,2.63794,233.38191,251.10517,4.2083004e-12,0.15698024,0.1079705,1.6975099,0.70391417,4.9489861,232.90626,259.49116,0.86764103,265.76794,270.19875,0.95785852,613.51264,616.91384,1.9649549,399.36075,400.12368,0.068689184,8.6103292,118.22735,135.23334,0.29332547,3051.8375,3065.6687,0.23345423,125.48131,139.0861
30,40.7,40.7,42.86,355,355,166,0.17362844,0.17681262,39.88,0.62,0.67,0.25,0.25,0.42,0.42,0.38,2,2,0.7549751243781095,0.7549751243781095,8.35,1,4,3,5,8,7,3,4,2,1.5,1,2,1.625,3.625,2.625,4,4,3.125,3.625,2.75,2.75,2,2,1.625,2,3,4,20,8,11,15,9,4,6,14,15,24,53,12,17,14,13,56,25,0,1,4,4,3,1,1,0,1,2,2,3,0.8766666666666667,0.95,0.8608730158730159,0.8660714285714286,1.353724411954953,NA,NA,NA,NA,NA,NA,80,49,70,29,68,29,9,31,79,80,77,40,69,60,69,21,69,30,20,21,79,70,40,40,60,80,69,60,55,55,40,40,89,80,49,21,60,53,55,40,60,39,31,39,69,69,41,69,60,35,53,34,54,31,30,30,59,54,31,70,0.39252233,1.7790398,56.760424,64.58447,0.56885768,0.79302462,3.5256436,1.0872011,40.916742,56.564834,0.42778346,0.91261436,0.46010352,0.77393242,0.13606172,6.9901855,30.172241,53.644379,69.314718,0.58776418,0.99915703,56.452907,64.832217,0.64843341,0.32340906,1.2484049,7.2036758,13.836837,30.595455,0.559476,0.51171187,0.5604888,0.046361052,1.7461016,10,11.498081000000001,36.636009,91.495428,0.35638038,10,270.85019,279.71182,0.18610114,0.22396382,0.2474912,207.90607,221.19852,0.186126,0.22401235,0.24748839,10,207.90607,225.62934,0.17488295,0.67337261,0.50604361,7.551626e-10,0.86571679,10,194.8362,221.4211,0.91969576,215.79561,220.22643,0.96699169,536.10416,539.50536,0.64877499,2.4809943,2.6025295,7.4958501,9.0956891,150.88428,167.89026,0.52074954,41.290424,42.000137,0.14874897,151.63923,165.24402
31,47.67,47.67,53.53,562,562,222,0.25717485,0.30230049,20.38,0.25,0.29,0.625,0.625,0.56,0.56,0.34,2,2,0.740049751243781,0.740049751243781,9.38,1,8,7,4,8,3,2,4,2,2,1.75,2.625,2.25,3,3.875,4.25,4.5,3.5,3.625,2.625,3.25,2.75,2.25,1.5,2.5,1.875,2,12,11,14,15,11,7,5,16,21,26,63,13,14,16,13,56,23,1,1,5,4,3,1,0,1,2,2,0,1,0.6033333333333334,0.6336507936507937,0.6384920634920634,0.8482142857142857,-0.06342828346307174,NA,NA,NA,NA,NA,NA,80,12,61,0,71,20,8,0,91,72,17,61,59,42,73,0,71,1,0,25,100,90,0,65,65,17,66,0,66,0,0,0,82,85,11,68,60,20,57,0,66,0,0,0,85,79,0,35,59,16,65,0,69,0,0,0,72,65,0,31,1.2985818,0.025721088,51.490467,59.314513,1.2778962,0.72014643,1.8816091,0.049785048,41.00605,56.654142,1.5840172,1.222612,0.64961311,0.74791137,10,0.012566346,39.325534,62.797672,69.314718,0.38268524,1.3712124,75.825016,84.204325,0.53085036,0.40473011,1.6068523,6.4920066,21.923265,38.681884,0.47754556,0.7550087,0.58231749,0.27649282,0.45438896,10,16.938377,42.076305,91.495428,0.13224844,5.7683671,276.38522,285.24685,0.119406,0.29526625,0.34061961,197.89664,211.18909,0.11939633,0.29525158,0.34061079,10,197.89664,215.61991,0.054822417,0.43837804,0.41361071,4.0112358e-12,1.0384439,10,189.35075,215.93565,0.95577958,213.00179,217.43261,0.98889312,318.68788,322.08908,0.68842543,0.0026496222,0.0027201742,4.2053929,9.3108766,130.33881,147.3448,0.95078781,14.440409,14.688691,0.079708511,129.36774,142.97253
32,34.73,34.73,36.28,274,274,162,0.1415818,0.13632114,34.88,0.62,0.86,0.625,0.625,0.44,0.44,0.46,3,3,0.6952736318407959,0.6952736318407959,8.36,0,5,7,5,8,9,6,2,1.25,1,1.25,2.5,1.375,3.5,3.875,3.75,5,3.875,4.125,2.375,2.5,1.75,1,1.625,1.625,3.5,3,16,11,14,11,14,6,8,19,20,25,64,13,15,13,14,55,22,0,1,8,4,3,2,0,2,3,2,0,0,0.49333333333333335,0.8052380952380952,0.6757142857142857,0.75,-0.2205866754168422,NA,NA,NA,NA,NA,NA,93,41,70,31,100,70,0,15,89,91,79,69,70,0,69,0,59,0,0,0,90,80,0,69,42,57,55,59,59,0,0,70,91,100,10,59,55,10,33,61,58,9,31,79,78,79,10,60,80,68,94,0,90,0,0,0,78,91,17,31,1.3904473,0.017316541,50.059969,57.884015,1.2726967,0.70840667,1.0826269,0.051280092,44.929888,60.57798,0.53908225,1.8125483,0.73636286,0.74482219,0.001936625,2.4573921,39.794918,63.267056,69.314718,0.62042223,0.57576534,67.100776,75.480086,0.60586464,0.29132032,1.2806773,3.2582493,32.303074,49.061693,0.52249893,0.48618227,0.60669587,5.8772986e-11,1.7647578,5.0365727,29.393021,54.530949,91.495428,0.19443395,4.3816586,288.31647,297.17811,0.098027115,0.096319631,0.44531705,240.24574,253.53819,0.098041757,0.096322761,0.44526697,10,240.24574,257.96901,0.021595888,0.22097897,0.094926248,1.152578e-11,0.83696961,10,237.11038,263.69528,0.86983329,243.61365,248.04447,0.95097514,702.32805,705.72924,0.55947992,388.68774,390.25763,9.9094538,8.5600204,151.26245,168.26844,0.74789079,105.40577,105.40577,0.086958586,147.09829,160.70308
50,49.63,49.63,60.69,148,148,87,0.071044773,0.052521549,30.5,0.5,0.71,0.5,0.5,0.46,0.46,0.36,6,6,0.7487562189054725,0.7487562189054725,10.5,1,8,5,6,9,9,6,8,2.375,1,1,3,4.125,4.375,3,4.75,5,3.25,2.625,1.625,3,2,2,2.25,4.375,4.375,6,27,14,21,19,14,10,7,21,31,33,85,20,20,15,17,72,28,0,1,7,8,8,1,1,0,1,2,0,4,0.58,0.8246031746031746,0.8562698412698413,0.8303571428571429,0.4154771186038224,NA,NA,NA,NA,NA,NA,90,50,81,21,89,50,21,30,80,20,50,50,90,31,70,0,89,0,0,0,70,70,0,70,100,81,70,11,90,0,2,0,70,40,0,59,80,49,0,20,89,0,0,0,20,20,0,68,0,1,50,31,91,0,4,50,12,3,68,83,1.1128581,0.061119685,52.982226,60.806272,0.80039182,1.8540424,1.3962622,0.20443112,45.583861,61.231953,1.0084979,0.70733492,2.4547684,1.5100853,8.2494573,0.065447707,44.690611,68.162749,69.314718,0.49877451,2.6535405,41.42733,49.80664,1.9838672,10,3.3306964,0.0028639998,25.222302,41.980921,0.97734635,1.8101684,9.9640165,3.8200579,0.070155654,6.7565785,0.02408613,25.162015,91.495428,0.51746916,10,214.78744,223.64908,0.45404314,0.78733233,1.0312846,214.36668,227.65913,0.45407377,0.78741643,1.0312915,10,214.36668,232.08994,0.41681761,0.56984498,1.4230281,0.69376289,1.508075,9.3575591,211.54168,238.12658,0.71496287,247.42133,251.85215,0.96624499,699.44765,702.84884,1.6067413,2098.4441,2107.9263,0.17786699,9.998742,108.73198,125.73797,0.47211481,3422.4911,3442.1117,0.20433968,107.8331,121.43789
34,37.8,37.8,42.5,358,358,125,0.18485013,0.14655172,30.25,0.75,0.57,0.5,0.5,0.46,0.46,0.5,4,4,0.7475124378109455,0.7475124378109455,9.6,0,5,5,3,6,7,6,7,2.75,1,1,3,2.25,3.25,3.125,4.25,4,3.25,3.25,2.125,3.625,3.5,2.5,2,2.5,3.625,3,17,13,21,18,13,11,5,18,32,31,81,14,20,17,16,67,27,0,1,4,7,5,1,0,1,2,2,0,1,0.6233333333333333,0.6118253968253968,0.6926190476190476,0.9553571428571429,0.2090168240468688,NA,NA,NA,NA,NA,NA,66,44,71,29,61,58,39,24,69,60,9,66,71,33,56,4,61,13,21,8,70,72,19,53,38,68,47,54,53,46,55,56,62,66,20,58,43,68,23,67,54,44,46,58,45,57,41,58,69,27,54,27,60,5,18,8,58,66,5,65,1.8946953,0.0014604993,52.283,60.107046,2.2925461,1.3230334,1.4348731,1.513871e-4,50.125752,65.773844,2.496651,2.304485,1.0778312,1.6155782,2.7408289,6.9768729e-5,49.07843,72.550568,69.314718,0.4377743,7.8466077,22.000239,30.379549,0.46269078,1.3990633,1.0345031,6.3552805,21.145695,37.904314,0.36508207,0.2686402,2.184721,0.2136334,2.759707,10,19.44285,44.580779,91.495428,0.36013044,10,294.32245,303.18409,0.10791453,0.053596642,0.13110288,195.83906,209.13151,0.10792321,0.053618931,0.13113376,10,195.83906,213.56233,0.047286202,0.95388296,0.10674509,1.0371065e-9,1.1112842,10,168.9105,195.4954,0.92745353,200.84138,205.2722,0.97000029,431.17494,434.57614,0.99266558,2364.9688,2378.8998,2.8969797,9.9999709,139.31892,156.32491,0.28893339,6986.4764,7020.5146,0.18362415,139.26383,152.86862
30,34.9,34.9,38.86,550,550,271,0.25540378,0.41365722,34.62,0.25,0.38,0.25,0.25,0.44,0.44,0.24,1,1,0.763681592039801,0.763681592039801,5.34,0,3,1,1,2,3,2,6,1.75,1.25,1,2.25,1.875,3.625,3.25,5,5,3.75,4.375,1.875,2.125,1,1,1,3,4.125,4,22,12,17,13,17,8,9,21,25,30,76,15,16,14,16,61,24,0,1,7,2,2,2,1,1,2,2,2,0,0.2,0.5442857142857143,0.5071428571428571,0.6160714285714286,-1.7187036550663277,NA,NA,NA,NA,NA,NA,60,59,60,47,61,80,45,30,69,50,70,54,48,47,60,0,60,52,52,53,61,79,54,89,30,70,39,60,53,64,46,61,95,46,49,59,39,59,19,40,30,80,60,69,46,11,60,85,47,80,24,53,53,53,52,53,10,5,100,93,0.64774738,1.1445154,38.807485,46.631531,0.40714997000000003,1.4740082,2.2629364,2.7203683,33.763145,49.411237,0.46515307,0.68661946,0.8958756,1.5589086,0.34969281,3.6756992,30.136753,53.608891,69.314718,0.35013065,0.55316048,88.090271,96.46958,0.32984363,0.17813422,1.3526627,8.0646944,46.490594,63.249213,0.29804814,0.53152887,0.35275771,3.5538794e-11,0.41639117,10,44.126293,69.264222,91.495428,0.027214579,3.7778959,284.13287,292.9945,0.1058557,0.15557408,0.063413905,183.27248,196.56493,0.10585853,0.15557832,0.063401416,10,183.27248,200.99575,0.095398584,0.45639281,0.1742071,4.745494e-9,0.18692444,10,182.88478,209.46968,0.96153163,186.49903,190.92985,0.96684787,430.20648,433.60768,1.2066695,12.363729,12.429968,1.0419065,9.9215701,128.02037,145.02636,0.44002051,68.847589,69.37671,0.22257836,134.03217,147.63696
30,48.27,48.27,55.93,515,515,206,0.23078332,0.27302059,10.38,0.25,0.4,0.375,0.375,0.44,0.44,0.44,6,6,0.736318407960199,0.736318407960199,8.23,0,5,2,3,8,9,6,10,1.75,2.75,1,3,2.5,4.25,3.875,2.75,4.5,3.25,4.125,3,3.375,3.75,2,2.75,4.375,3.375,4,21,10,19,16,14,11,4,14,30,30,74,19,19,17,18,73,28,0,1,4,4,2,2,1,1,2,2,2,1,0.7566666666666667,0.8307142857142857,0.7123809523809523,0.7767857142857143,0.55034662546729185,NA,NA,NA,NA,NA,NA,85,75,96,20,79,21,10,10,80,76,20,21,69,31,60,0,80,0,0,0,59,71,0,70,40,76,55,56,60,19,30,58,81,79,21,22,41,40,31,29,54,0,5,39,65,61,59,70,49,58,37,61,61,0,0,69,81,77,60,62,1.5530339,0.0039258665,61.455806,69.279852,1.2743233,0.74307318,3.4387596,0.020036507,50.569884,66.217976,0.84941732,1.3623697,0.5112602,0.78076587,0.22045061,0.25847029,48.340979,71.813117,69.314718,0.8131432,1.6694549,21.893709,30.273018,1.0349614,0.42893133,1.0194525,5.8225712,13.081445,29.840064,1.2472015,1.1202874,9.8146139,1.0896917,3.5266987,1.3048337,6.0800002,31.217929,91.495428,0.25962069,10,238.83719,247.69882,0.14790153,0.4088917,0.42497951,182.10292,195.39537,0.14792096,0.40894822,0.42494412,10,182.10292,199.82619,0.09815047,0.8861995,0.48222243,0.56494892,2.2313156,10,164.50745,191.09235,0.95194114,208.56673,212.99755,0.98101295,475.62513,479.02632,0.5231781,564.89095,572.04504,6.9216506,9.9852607,138.95305,155.95904,1.2566183,546.5267,553.50909,0.066791187,139.24831,152.8531
40,44.27,44.27,44.12,467,467,61,0.22479698,0.12401125,21.88,0.5,0.43,0.375,0.375,0.44,0.44,0.42,4,4,0.7388059701492535,0.7388059701492535,10.13,1,8,9,6,9,9,9,8,3.875,1.75,2.5,4.5,3.875,4.125,2.875,2.75,5,3.125,3.125,1.125,3.25,2,1,2.5,3,2.625,6,42,7,15,16,15,14,7,14,29,31,74,17,20,20,17,74,26,1,1,3,1,2,2,2,0,1,2,2,3,0.44666666666666666,0.875,0.8792857142857143,0.8214285714285714,0.1725096502006327,NA,NA,NA,NA,NA,NA,90,10,89,19,89,0,11,31,60,70,10,0,70,0,71,1,79,0,0,0,79,91,0,10,48,58,71,61,30,0,9,71,70,73,0,0,69,19,66,0,70,0,0,0,80,70,0,10,100,72,78,0,90,0,0,0,80,78,0,0,1.2836871,0.026325227,51.300704,59.12475,0.12607626,7.2907851,8.0676794,10,28.560476,44.208568,0.18545577,0.35463785,2.3906289,9.1297876,0.85785919,10,25.75561,49.227748,69.314718,0.69691283,0.73805953,49.121395,57.500704,0.2259977,2.4789072,0.61738248,10,34.245552000000004,51.004171,0.22435583,0.092174498,2.436341,2.7089374,2.0835526,10,34.220211,59.358139,91.495428,0.28718816,10,246.81116,255.67279,0.23668563,0.56838274,8.1257001e-10,142.09489,155.38734,0.23668388,0.5683762,9.9909525e-10,10,142.09489,159.81816,0.14571441,1.0494192,0.63250172,8.26198e-10,1.0302923,10,125.33088,151.91578,0.96288895,153.89951,158.33033,0.98394093,379.13243,382.53363,0.42365437,76.07758,77.229585,9.1922042,8.9207287,155.32566,172.33165,1.69585,81.656419,82.577511,0.038246963,157.32547,170.93026
28,46.33,46.33,53.33,307,307,185,0.13577127,0.12901136,30.38,0.62,0.71,0.375,0.375,0.34,0.34,0.32,4,4,0.7251243781094525,0.7251243781094525,6.82,1,7,2,4,5,3,2,7,1.25,3.5,2.75,2.625,1.375,3.375,4.125,2.5,3.25,3.625,3,2.75,1.75,3.25,2.25,1.375,2,3.375,3,11,12,13,15,12,7,6,18,20,27,65,14,18,12,15,59,29,1,1,7,3,4,1,0,1,2,2,2,3,0.8244444444444444,0.8587301587301587,0.7656349206349207,0.7946428571428571,0.8587876916022437,NA,NA,NA,NA,NA,NA,69,81,80,41,70,70,39,20,70,60,30,40,90,20,78,0,81,0,0,0,80,70,10,21,71,71,70,20,79,10,11,11,69,69,0,60,71,79,77,11,79,10,2,12,73,19,8,20,79,10,65,10,74,0,9,1,32,67,16,81,0.91774242,0.29787667,39.358933,47.182979,0.8934745,0.99561625,2.0387316,0.34750827,31.021266,46.669358,0.73960227,1.0108871,0.93685138,1.0177926,0.50970718,0.86137336,29.579124,53.051262,69.314718,0.50256009,1.3367423,61.294232,69.673542,0.72934224,0.47596591,1.5314442,3.5693291,18.547558,35.306177,0.5473215,0.57372387,1.2433624,1.3999912e-11,1.681322,7.9552951,14.364434,39.502362,91.495428,0.3589394,10,248.96366,257.82529,0.21612881,0.46123713,0.83907531,240.39936,253.69181,0.21615076,0.4612871,0.83905729,10,240.39936,258.12263,0.20985093,0.73804257,0.59294213,0.68034905,2.7331619,10,228.023,254.6079,0.85994636,289.21653,293.64735,0.95907477,768.24784,771.64904,1.7144949,22.097838,21.150473,0.060471762,6.7304272,128.09002,145.09601,0.88076143,243.09282,244.6153,0.094357997,130.32754,143.93233
34,39.73,39.73,44.53,590,590,301,0.27003504,0.49082314,29.62,0.62,0.57,0.625,0.625,0.58,0.58,0.32,6,6,0.7350746268656715,0.7350746268656715,10.15,1,9,5,7,8,8,8,10,1.875,2,3.25,4.125,3.875,4,2.875,2.5,2.75,2.375,2.875,1.75,3,3,3,2.625,2.875,3.125,5,29,10,20,15,15,9,6,16,29,30,75,19,18,18,17,72,28,1,1,4,3,2,2,0,2,3,2,2,3,0.5444444444444444,0.9337301587301587,0.7368253968253968,0.7857142857142857,0.20879725017008754,NA,NA,NA,NA,NA,NA,93,59,86,14,83,8,5,5,35,79,88,69,88,30,15,1,67,0,0,1,80,91,8,10,74,41,62,3,59,3,3,0,68,71,1,30,64,33,2,5,43,8,2,4,28,43,16,66,73,39,65,10,59,3,11,6,38,100,68,70,1.2218871,0.032018166,53.422517,61.246563,1.7483056,0.57720632,0.22685914,0.0077429737,49.188827,64.836919,1.8456417,1.1102792,0.50777366,1.2132453,10,0.0076730395,35.67402,59.146158,69.314718,0.99667199,4.5816485,12.189185,20.568495,1.036353,5.9357378,1.015759,4.629445,5.6611712,22.41979,0.90022769,0.94445727,6.1867924,7.2450203,0.77160061,9.8668487,5.4867555,30.624684,91.495428,0.20471194,7.934282,274.61076,283.47239,0.13446457,0.22898112,0.046205672,170.51034,183.80279,0.13446865,0.22898727,0.046194504,10,170.51034,188.23361,0.09325528,1.5555589,0.21155301,0.83371149,1.9291969,10,163.15973,189.74463,0.96720692,176.04604,180.47686,0.96880935,436.28497,439.68617,0.8697087,350.36998,355.06548,2.5808411000000002,9.970755,134.09178,151.09777,0.65994669,463.40425,469.70361,0.17617354,132.90819,146.51298
31,43.13,43.13,47.75,393,393,294,0.16669305,0.18754022,23.62,0.12,0.43,0.5,0.5,0.38,0.38,0.38,3,3,0.7375621890547265,0.7375621890547265,8.1,0,4,3,2,5,4,2,5,2,2,1,2.125,2.375,2.625,3.5,4.25,5,3.25,2.875,2.75,2.625,1.75,1.25,2.25,2.875,2.625,5,26,8,13,12,10,6,5,13,19,22,54,19,16,19,12,66,26,0,1,4,2,2,1,0,1,2,2,2,1,0.5888888888888889,0.8289682539682539,0.7255555555555555,0.7410714285714286,0.1033335455521028,NA,NA,NA,NA,NA,NA,100,30,69,21,89,60,9,30,70,59,79,61,79,20,20,0,80,0,0,0,81,71,60,70,70,31,30,10,69,0,0,10,60,60,30,60,80,11,61,0,79,0,0,0,69,81,61,60,78,31,29,0,70,0,1,0,20,30,21,79,1.5007732,0.011015289,47.557893,55.381939,1.0887282,1.2261095,2.9575517,0.076265247,32.02383,47.671922,0.69283659,1.1406791,6.3660407,1.1908851,0.52232385,0.36711842,28.429722,51.90186,69.314718,0.38973436,1.704902,70.722059,79.101369,0.53707314,0.46522062,1.5413408,3.4063646,35.362983,52.121602,0.39517575,0.36412673,1.0063484,1.1024931e-9,2.1704511,7.4186175,32.663822,57.801751,91.495428,0.24215186,7.7900927,277.60154,286.46317,0.12720947,0.37629735,0.88787521,273.94885,287.2413,0.12721851,0.3763231,0.88787164,10,273.94885,291.67212,0.031772895,0.55599535,10,0.75281033,3.8126143,3.8311444,262.15407,288.73898,0.87919427000000006,329.46275,333.89357,0.9475204,995.83865,999.23985,1.0690429,1367.2609,1370.3,3.4001469,9.9836124,139.97077,156.97675,0.25585072,1280.7831,1284.6815,0.19513113,134.67484,148.27963
27,41.2,41.2,44.71,236,236,190,0.10547865,0.1093359,27.25,0.38,0.5,0.5,0.5,0.48,0.48,0.46,2,2,0.7487562189054725,0.7487562189054725,8.77,0,5,1,3,3,4,2,9,1.125,1,1,1.875,2.375,3.375,4.875,5,4.25,4.125,3.25,2.625,2.25,2.75,2.25,1.25,2.125,3.75,3,9,8,10,8,11,6,6,14,16,19,49,16,14,11,12,53,23,0,1,5,5,4,3,3,0,1,2,0,3,0.3888888888888889,0.8234126984126984,0.8535714285714285,0.8214285714285714,-0.07013530945294821,NA,NA,NA,NA,NA,NA,84,65,72,25,80,54,27,20,100,82,95,42,75,64,66,4,87,54,1,0,100,94,32,53,66,59,55,0,62,29,25,28,96,89,9,75,45,53,46,64,58,53,0,45,96,96,4,12,50,47,45,53,54,54,46,11,100,100,55,45,0.44334325,1.2219647,58.066311,65.890357,0.60666526,0.58810356,2.0337478,0.74102624,51.218175,66.866267,0.22332149,1.7274067,0.64389508,0.83094492,5.0261404e-4,9.9948948,48.06838,71.540518,69.314718,0.20641595,0.79747833,89.095162,97.474472,0.53394336,0.46499841,2.4038641,8.2357838,8.8061121,25.564731,0.67878755,3.6963035,0.46339046,2.6838576,1.6740612e-4,10,2.2287401,27.366669,91.495428,0.042265595,2.2534307,278.14029,287.00192,0.028369377,0.13982113,0.94216661,272.7721,286.06455,0.028358896,0.13980545,0.94216602,10,272.7721,290.49537,3.0980774e-12,0.10686404,0.10287152,0.23576888,1.1368369,8.9091593,271.55396,298.13886,0.79462666,301.62167,306.05248,0.97983548,479.5802,482.98139,1.3645333,1.27547,0.89370356,0.48867915,8.457044,118.96088,135.96686,0.48409557,97.608862,98.096725,0.2031055,123.82341,137.4282
33,43.97,43.97,50.12,409,409,224,0.19706056,0.24374884,3.75,0.25,NaN,0.625,0.625,0.6,0.6,0.42,2,2,0.7512437810945275,0.7512437810945275,13.92,0,9,2,10,6,11,8,7,4,1.25,2.5,4.125,3.625,4.125,4.25,1.75,3.75,4.125,4,4.75,4.625,1.75,2,2.625,2.75,4.375,5,32,9,15,18,14,14,7,16,29,32,77,20,20,17,16,73,29,1,1,3,3,3,2,2,0,1,2,1,3,0.5233333333333333,0.7746031746031746,0.5621428571428572,0.8303571428571429,-0.23230200714465588,NA,NA,NA,NA,NA,NA,80,25,89,20,100,0,0,21,79,20,0,30,70,28,69,0,100,0,0,0,69,79,20,31,88,60,76,0,100,0,0,0,100,100,30,0,81,69,74,0,100,0,0,0,80,100,30,60,69,28,60,0,100,0,0,0,0,35,35,69,0.24731227,6.0553296,50.696981,58.521027,0.47057487,0.61625738,0.84019364,2.9850375,46.588207,62.236299,0.27724961,1.1042059,0.69784748,0.58284461,0.01199516,10,43.13077,66.602908,69.314718,1.4528259,0.051300317,33.477808,41.857117,0.44236862,0.75476966,0.656652,10,15.065559,31.824178,0.44736944,0.33916847,0.70477712,2.7078753,0.80167744,10,14.712629,39.850558,91.495428,0.026108999,3.1323616,282.32828,291.18991,0.076012557,0.17406683,0.45148137,219.90591,233.19836,0.082307969,0.20542673,0.36649995,8.7382579,219.86874,237.592,0.074848273,8.8817842e-15,0.22935657,4.3298698e-14,0.44647648,10,218.33156,244.91646,0.92744637,229.51149,233.9423,0.97592573,490.30644,493.70763,1.9846866,4091.1387,4097.5787,0.11493532,9.9349233,103.61436,120.62034,0.41004051,1245.3327,1251.8466,0.32373571,100.60771,114.2125
